sex,age,agegr,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight,bmi,id
MALE,65,65+,"URBAN 100,000-200,000",Slaskie,SECONDARY,production and processing,RETIRED,24,4000.0,MARRIED,4.0,1971.0,,,PLEASED,6.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,20,NO,-8,NO,NO,NO,-8,NO,,,NONE,168.0,76.0,26.9274376417234,1227
FEMALE,59,45-59,"URBAN 100,000-200,000",Wielkopolskie,VOCATIONAL/GRAMMAR,production and processing,OTHER ECONOMICALLY INACTIVE,24,,MARRIED,4.0,1978.0,,,MOSTLY SATISFIED,3.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,,6,YES,15,NO,,NO,-8,NO,,,NONE,158.0,78.0,31.244992789617,4430
FEMALE,22,16-24,"URBAN 500,000 AND OVER",Wielkopolskie,SECONDARY,no specialisation,PUPIL OR STUDENT,0,500.0,SINGLE,,,,,MOSTLY SATISFIED,2.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,3,NO,-8,NO,NO,NO,-8,NO,,,ACTIVE,165.0,54.0,19.834710743801697,2925
FEMALE,29,25-34,RURAL AREAS,Zachodnio-pomorskie,VOCATIONAL/GRAMMAR,"agriculture, forestry, fishing",UNEMPLOYED,-8,,SINGLE,,,,,PLEASED,10.0,IT`S DIFFICULT TO TELL,NO OPINION,NO OPINION,NO,10,YES,20,NO,YES,,-8,NO,,,NONE,165.0,58.0,21.3039485766759,2805
FEMALE,91,65+,RURAL AREAS,Slaskie,PRIMARY/NO EDUCATION,not applicable,RETIRED,24,950.0,WIDOWED,9.0,1943.0,8.0,2001.0,MOSTLY SATISFIED,15.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,6,NO,-8,NO,NO,NO,-8,NO,,,NONE,156.0,58.0,23.8330046022354,4999
FEMALE,56,45-59,"URBAN BELOW 20,000",Lubelskie,SECONDARY,production and processing,OTHER ECONOMICALLY INACTIVE,0,4200.0,MARRIED,8.0,1976.0,,,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,5,NO,-8,NO,NO,NO,-8,NO,,,NONE,164.0,80.0,29.744199881023196,1367
FEMALE,65,65+,"URBAN BELOW 20,000",Wielkopolskie,SECONDARY,no specialisation,RETIRED,0,1200.0,MARRIED,1.0,1974.0,,,MOSTLY SATISFIED,11.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,2,NO,-8,NO,NO,NO,-8,NO,,,NONE,162.0,70.0,26.672763298277697,4479
MALE,25,25-34,"URBAN 100,000-200,000",Slaskie,POST-SECONDARY OR HIGHER,computer science,PUPIL OR STUDENT,0,2700.0,SINGLE,,,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,8,NO,-8,NO,NO,NO,-8,NO,,,ACTIVE,184.0,89.0,26.2878071833648,1902
FEMALE,58,45-59,"URBAN 20,000-100,000",Zachodnio-pomorskie,VOCATIONAL/GRAMMAR,services for the population and transport services,RETIRED,-8,1000.0,WIDOWED,9.0,1971.0,6.0,1991.0,MOSTLY SATISFIED,5.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,5,NO,-8,NO,NO,NO,-8,NO,,,NONE,154.0,79.0,33.3108449991567,286
FEMALE,69,65+,RURAL AREAS,Mazowieckie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,0,700.0,MARRIED,10.0,1961.0,,,MOSTLY SATISFIED,6.0,ONE CAN`T BE TOO CAREFUL,YES,YES,,20,NO,-8,NO,NO,NO,-8,NO,,,NONE,166.0,70.0,25.402816083611608,4594
MALE,30,25-34,RURAL AREAS,Slaskie,VOCATIONAL/GRAMMAR,production and processing,EMPLOYED IN PRIVATE SECTOR,3,4000.0,SINGLE,,,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,10,NO,-8,NO,NO,YES,45,"YES, TO EU COUNTRY",LESS THAN 1 YEAR,NETHERLANDS,NONE,185.0,95.0,27.757487216946696,1174
FEMALE,26,25-34,"URBAN 100,000-200,000",Podkarpackie,POST-SECONDARY OR HIGHER,technical science,EMPLOYED IN PRIVATE SECTOR,0,4000.0,MARRIED,12.0,2008.0,,,PLEASED,2.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,3,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,165.0,60.0,22.038567493113,4895
FEMALE,55,45-59,"URBAN 500,000 AND OVER",Mazowieckie,POST-SECONDARY OR HIGHER,liberal arts,EMPLOYED IN PUBLIC SECTOR,0,2000.0,SINGLE,,,,,MIXED,2.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,3,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,168.0,90.0,31.887755102040806,2911
MALE,59,45-59,"URBAN BELOW 20,000",Kujawsko-pomorskie,VOCATIONAL/GRAMMAR,technical science,SELF-EMPLOYED,-8,2000.0,MARRIED,10.0,1977.0,,,PLEASED,2.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,5,,-8,NO,NO,NO,-8,NO,,,NONE,173.0,76.0,25.39343112031811,303
MALE,19,16-24,RURAL AREAS,Zachodnio-pomorskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,-8,,SINGLE,,,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,5,NO,-8,NO,NO,,-8,"YES, TO EU COUNTRY",FOREVER,IRELAND,ACTIVE,178.0,95.0,29.983587930816803,341
MALE,45,45-59,"URBAN 100,000-200,000",Dolnoslaskie,VOCATIONAL/GRAMMAR,services for the population and transport services,EMPLOYED IN PRIVATE SECTOR,0,3500.0,MARRIED,7.0,1989.0,,,MOSTLY SATISFIED,5.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,40,YES,30,NO,NO,NO,-8,NO,,,NONE,172.0,92.0,31.0978907517577,4618
MALE,64,60-64,RURAL AREAS,Podlaskie,SECONDARY,"agriculture, forestry, fishing",RETIRED,-8,760.0,MARRIED,9.0,1968.0,,,PLEASED,6.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,15,NO,-8,NO,NO,NO,-8,NO,,,NONE,176.0,91.0,29.3775826446281,4075
MALE,54,45-59,RURAL AREAS,Wielkopolskie,VOCATIONAL/GRAMMAR,"agriculture, forestry, fishing",FARMER,0,1500.0,MARRIED,2.0,1983.0,,,MIXED,6.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,2,NO,-8,NO,NO,NO,-8,NO,,,NONE,174.0,100.0,33.029462280354096,2828
FEMALE,39,35-44,RURAL AREAS,Pomorskie,SECONDARY,social sciences,EMPLOYED IN PUBLIC SECTOR,0,1350.0,MARRIED,4.0,1993.0,,,MOSTLY SATISFIED,5.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,5,NO,-8,NO,NO,NO,-8,NO,,,NONE,165.0,115.0,42.24058769513321,3131
MALE,42,35-44,RURAL AREAS,Mazowieckie,VOCATIONAL/GRAMMAR,technical science,EMPLOYED IN PRIVATE SECTOR,0,2100.0,MARRIED,8.0,1992.0,,,MOSTLY SATISFIED,4.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,20,NO,-8,NO,NO,NO,-8,NO,,,NONE,180.0,105.0,32.4074074074074,1022
MALE,18,16-24,RURAL AREAS,Lodzkie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,-8,,SINGLE,,,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,NO,NO,NO,10,NO,-8,NO,NO,,-8,NO,,,PASSIVE,170.0,64.0,22.1453287197232,626
MALE,39,35-44,"URBAN 100,000-200,000",Swietokrzyskie,SECONDARY,technical science,PUPIL OR STUDENT,-8,2500.0,MARRIED,6.0,1995.0,,,PLEASED,2.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,7,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,187.0,92.0,26.309016557522398,1610
MALE,33,25-34,"URBAN 20,000-100,000",Zachodnio-pomorskie,POST-SECONDARY OR HIGHER,economy and administration,EMPLOYED IN PRIVATE SECTOR,0,3800.0,MARRIED,8.0,2007.0,,,MOSTLY SATISFIED,2.0,MOST PEOPLE CAN BE TRUSTED,YES,NO OPINION,NO,2,YES,14,NO,NO,NO,-8,NO,,,ACTIVE,178.0,76.0,23.9868703446535,648
MALE,18,16-24,RURAL AREAS,Malopolskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,0,120.0,SINGLE,,,,,MOSTLY SATISFIED,2.0,IT`S DIFFICULT TO TELL,YES,NO,NO,5,NO,-8,NO,NO,NO,-8,NO,,,ACTIVE,184.0,68.0,20.0850661625709,2465
FEMALE,50,45-59,"URBAN 20,000-100,000",Slaskie,VOCATIONAL/GRAMMAR,services for the population and transport services,EMPLOYED IN PRIVATE SECTOR,0,980.0,DIVORCED,12.0,1980.0,10.0,2000.0,UNHAPPY,7.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,4,YES,10,NO,NO,NO,-8,"YES, TO EU COUNTRY",IT DEPENDS,GERMANY,NONE,159.0,61.0,24.128792373719396,3609
MALE,54,45-59,"URBAN BELOW 20,000",Dolnoslaskie,VOCATIONAL/GRAMMAR,architecture and construction,LONG-TERM SICK/DISABLED,0,1000.0,MARRIED,2.0,1981.0,,,PLEASED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,5,NO,-8,NO,NO,NO,-8,NO,,,NONE,160.0,72.0,28.125,4626
MALE,40,35-44,RURAL AREAS,Lodzkie,VOCATIONAL/GRAMMAR,technical science,EMPLOYED IN PRIVATE SECTOR,0,-8.0,MARRIED,11.0,1996.0,,,MIXED,6.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,6,NO,-8,NO,NO,NO,-8,NO,,,NONE,170.0,75.0,25.951557093425606,3034
FEMALE,63,60-64,RURAL AREAS,Pomorskie,VOCATIONAL/GRAMMAR,services for the population and transport services,RETIRED,0,1300.0,MARRIED,2.0,1968.0,,,PLEASED,12.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,YES,1,NO,-8,NO,NO,NO,-8,NO,,,NONE,168.0,50.0,17.715419501133802,4299
FEMALE,32,25-34,RURAL AREAS,Pomorskie,VOCATIONAL/GRAMMAR,services for the population and transport services,OTHER ECONOMICALLY INACTIVE,0,,MARRIED,12.0,1997.0,,,MOSTLY SATISFIED,10.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,10,YES,5,NO,NO,NO,-8,NO,,,NONE,170.0,50.0,17.3010380622837,1229
FEMALE,54,45-59,RURAL AREAS,Malopolskie,SECONDARY,economy and administration,EMPLOYED IN PUBLIC SECTOR,-8,1700.0,MARRIED,9.0,1982.0,,,MOSTLY SATISFIED,4.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,6,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,158.0,75.0,30.043262297708697,4121
FEMALE,38,35-44,RURAL AREAS,Pomorskie,POST-SECONDARY OR HIGHER,pedagogics,EMPLOYED IN PUBLIC SECTOR,0,5400.0,MARRIED,9.0,1995.0,,,PLEASED,6.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,2,NO,-8,NO,NO,NO,-8,NO,,,ACTIVE,168.0,82.0,29.0532879818594,1637
MALE,45,45-59,"URBAN 20,000-100,000",Swietokrzyskie,SECONDARY,no specialisation,EMPLOYED IN PRIVATE SECTOR,-8,1500.0,MARRIED,7.0,1988.0,,,PLEASED,6.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,5,YES,15,NO,NO,NO,-8,NO,,,NONE,180.0,100.0,30.8641975308642,1601
FEMALE,42,35-44,"URBAN 500,000 AND OVER",Mazowieckie,POST-SECONDARY OR HIGHER,liberal arts,EMPLOYED IN PRIVATE SECTOR,0,3000.0,MARRIED,6.0,1995.0,,,PLEASED,2.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,10,NO,-8,YES,NO,NO,-8,NO,,,ACTIVE,160.0,59.0,23.046875,3101
FEMALE,43,35-44,RURAL AREAS,Warminsko-mazurskie,PRIMARY/NO EDUCATION,no specialisation,OTHER ECONOMICALLY INACTIVE,-8,-8.0,SINGLE,,,,,MIXED,5.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,3,NO,-8,NO,NO,,-8,NO,,,NONE,164.0,62.0,23.051754907793,4995
MALE,23,16-24,"URBAN 500,000 AND OVER",Mazowieckie,SECONDARY,no specialisation,EMPLOYED IN PRIVATE SECTOR,2,1500.0,SINGLE,,,,,MOSTLY SATISFIED,2.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,20,YES,25,NO,NO,NO,-8,"YES, TO EU COUNTRY",MORE THAN 2 YEARS,GERMANY,ACTIVE,180.0,68.0,20.987654320987694,1788
MALE,59,45-59,"URBAN 500,000 AND OVER",Lodzkie,VOCATIONAL/GRAMMAR,technical science,UNEMPLOYED,15,460.0,DIVORCED,6.0,1973.0,6.0,1985.0,MOSTLY SATISFIED,4.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,2,YES,25,YES,NO,NO,-8,NO,,,NONE,175.0,78.0,25.469387755102,4294
FEMALE,23,16-24,RURAL AREAS,Zachodnio-pomorskie,SECONDARY,services for the population and transport services,UNEMPLOYED,8,,SINGLE,,,,,MIXED,4.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,5,YES,1,YES,NO,NO,-8,NO,,,NONE,160.0,70.0,27.34375,3601
MALE,62,60-64,RURAL AREAS,Wielkopolskie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,0,850.0,MARRIED,4.0,1975.0,,,DELIGHTED,2.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,20,NO,-8,NO,NO,NO,-8,NO,,,NONE,168.0,95.0,33.659297052154194,4549
FEMALE,25,25-34,"URBAN 500,000 AND OVER",Lodzkie,SECONDARY,economy and administration,PUPIL OR STUDENT,0,1400.0,SINGLE,,,,,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,15,YES,10,NO,NO,NO,-8,"YES, TO EU COUNTRY",LESS THAN 1 YEAR,GERMANY,ACTIVE,180.0,70.0,21.6049382716049,555
MALE,28,25-34,RURAL AREAS,Wielkopolskie,SECONDARY,"agriculture, forestry, fishing",EMPLOYED IN PRIVATE SECTOR,0,1500.0,MARRIED,9.0,2006.0,,,MOSTLY SATISFIED,2.0,ONE CAN`T BE TOO CAREFUL,NO,NO,NO,1,NO,-8,YES,NO,NO,-8,NO,,,NONE,186.0,110.0,31.795583304428305,747
FEMALE,56,45-59,RURAL AREAS,Slaskie,PRIMARY/NO EDUCATION,no specialisation,FARMER,0,,WIDOWED,7.0,1979.0,1.0,2000.0,MOSTLY DISSATISFIED,11.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,1,NO,-8,NO,NO,NO,-8,NO,,,NONE,156.0,53.0,21.778435239973696,2254
MALE,25,25-34,"URBAN 200,000-500,000",Zachodnio-pomorskie,SECONDARY,no specialisation,OTHER ECONOMICALLY INACTIVE,-8,,SINGLE,,,,,PLEASED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,2,NO,-8,NO,NO,,-8,NO,,,ACTIVE,183.0,88.0,26.2772850786825,542
MALE,55,45-59,RURAL AREAS,Warminsko-mazurskie,PRIMARY/NO EDUCATION,no specialisation,LONG-TERM SICK/DISABLED,0,600.0,MARRIED,7.0,1983.0,,,PLEASED,12.0,IT`S DIFFICULT TO TELL,YES,YES,YES,0,NO,-8,NO,NO,NO,-8,NO,,,NONE,170.0,95.0,32.8719723183391,3880
FEMALE,48,45-59,RURAL AREAS,Slaskie,SECONDARY,technical science,EMPLOYED IN PUBLIC SECTOR,0,1700.0,MARRIED,7.0,1982.0,,,PLEASED,4.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,6,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,160.0,82.0,32.03125,2295
FEMALE,17,16-24,RURAL AREAS,Warminsko-mazurskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,0,,SINGLE,,,,,MOSTLY SATISFIED,9.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,3,NO,-8,NO,NO,,-8,NO,,,PASSIVE,171.0,80.0,27.358845456721696,3588
FEMALE,70,65+,"URBAN 100,000-200,000",Swietokrzyskie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,24,850.0,DIVORCED,3.0,1961.0,6.0,1980.0,MOSTLY DISSATISFIED,10.0,ONE CAN`T BE TOO CAREFUL,NO,NO OPINION,YES,4,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,165.0,79.0,29.017447199265398,769
MALE,28,25-34,"URBAN 200,000-500,000",Warminsko-mazurskie,SECONDARY,no specialisation,EMPLOYED IN PRIVATE SECTOR,-8,2000.0,SINGLE,,,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,15,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,183.0,86.0,25.680074054166997,1611
FEMALE,38,35-44,RURAL AREAS,Zachodnio-pomorskie,VOCATIONAL/GRAMMAR,production and processing,UNEMPLOYED,24,,MARRIED,2.0,1990.0,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,10,YES,20,NO,NO,NO,-8,NO,,,NONE,160.0,65.0,25.390625,346
FEMALE,51,45-59,RURAL AREAS,Malopolskie,SECONDARY,social sciences,EMPLOYED IN PRIVATE SECTOR,0,3500.0,WIDOWED,8.0,1986.0,6.0,2007.0,PLEASED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,8,NO,-8,NO,NO,NO,-8,NO,,,NONE,162.0,63.0,24.005486968449894,637
MALE,27,25-34,"URBAN 200,000-500,000",Wielkopolskie,PRIMARY/NO EDUCATION,no specialisation,EMPLOYED IN PRIVATE SECTOR,0,1000.0,SINGLE,8.0,2008.0,,,MIXED,0.0,ONE CAN`T BE TOO CAREFUL,NO,NO,YES,10,YES,15,NO,NO,NO,-8,NO,,,NONE,189.0,80.0,22.395789591556802,827
MALE,40,35-44,RURAL AREAS,Mazowieckie,VOCATIONAL/GRAMMAR,technical science,EMPLOYED IN PRIVATE SECTOR,8,1800.0,MARRIED,10.0,1993.0,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,50,NO,-8,YES,NO,NO,-8,NO,,,NONE,165.0,70.0,25.7116620752984,391
FEMALE,51,45-59,"URBAN 100,000-200,000",Lodzkie,SECONDARY,biological sciences,FARMER,0,-8.0,MARRIED,4.0,1983.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,6,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,168.0,100.0,35.430839002267604,2674
FEMALE,58,45-59,"URBAN 20,000-100,000",Slaskie,SECONDARY,public health,RETIRED,0,3000.0,MARRIED,9.0,1973.0,,,PLEASED,2.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,10,YES,10,NO,NO,NO,-8,NO,,,NONE,160.0,62.0,24.21875,4498
FEMALE,65,65+,RURAL AREAS,Lodzkie,VOCATIONAL/GRAMMAR,"agriculture, forestry, fishing",RETIRED,-8,920.0,WIDOWED,4.0,1968.0,4.0,1993.0,MOSTLY SATISFIED,10.0,IT`S DIFFICULT TO TELL,YES,YES,YES,3,NO,-8,NO,NO,NO,-8,NO,,,NONE,158.0,62.0,24.835763499439203,541
FEMALE,37,35-44,"URBAN 100,000-200,000",Dolnoslaskie,SECONDARY,"agriculture, forestry, fishing",EMPLOYED IN PRIVATE SECTOR,4,1500.0,DIVORCED,4.0,1995.0,10.0,2002.0,MOSTLY DISSATISFIED,7.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,5,NO,-8,NO,NO,NO,-8,NO,,,NONE,165.0,65.0,23.8751147842057,4646
MALE,45,45-59,RURAL AREAS,Slaskie,VOCATIONAL/GRAMMAR,production and processing,EMPLOYED IN PUBLIC SECTOR,0,1500.0,MARRIED,6.0,1996.0,,,MOSTLY SATISFIED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,2,NO,-8,NO,NO,NO,-8,NO,,,NONE,180.0,90.0,27.7777777777778,698
MALE,57,45-59,RURAL AREAS,Opolskie,VOCATIONAL/GRAMMAR,architecture and construction,EMPLOYED IN PRIVATE SECTOR,0,2000.0,MARRIED,4.0,1981.0,,,MIXED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,7,YES,20,NO,NO,NO,-8,NO,,,NONE,182.0,103.0,31.0952783480256,4842
FEMALE,62,60-64,RURAL AREAS,Podlaskie,PRIMARY/NO EDUCATION,no specialisation,OTHER ECONOMICALLY INACTIVE,-8,400.0,WIDOWED,5.0,1986.0,3.0,2004.0,MIXED,9.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,3,NO,-8,NO,NO,NO,-8,NO,,,NONE,150.0,50.0,22.2222222222222,4011
MALE,25,25-34,RURAL AREAS,Slaskie,SECONDARY,no specialisation,EMPLOYED IN PRIVATE SECTOR,0,1400.0,SINGLE,,,,,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,3,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,175.0,82.0,26.775510204081602,950
MALE,22,16-24,RURAL AREAS,Dolnoslaskie,VOCATIONAL/GRAMMAR,no specialisation,UNEMPLOYED,-8,,SINGLE,,,,,DELIGHTED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,6,NO,-8,NO,NO,,-8,NO,,,NONE,185.0,78.0,22.7903579254931,543
MALE,74,65+,"URBAN 200,000-500,000",Slaskie,POST-SECONDARY OR HIGHER,architecture and construction,RETIRED,24,2100.0,MARRIED,8.0,1973.0,,,MOSTLY SATISFIED,8.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,8,NO,-8,NO,NO,NO,-8,NO,,,NONE,170.0,64.0,22.1453287197232,417
MALE,50,45-59,RURAL AREAS,Warminsko-mazurskie,VOCATIONAL/GRAMMAR,"agriculture, forestry, fishing",FARMER,0,-8.0,MARRIED,7.0,1984.0,,,MOSTLY SATISFIED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,10,NO,-8,NO,NO,NO,-8,NO,,,NONE,180.0,95.0,29.320987654320998,3634
MALE,35,35-44,RURAL AREAS,Kujawsko-pomorskie,SECONDARY,armed forces and country protection,EMPLOYED IN PUBLIC SECTOR,-8,3500.0,MARRIED,7.0,2002.0,,,MOSTLY SATISFIED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,5,NO,-8,NO,NO,NO,-8,NO,,,NONE,182.0,84.0,25.3592561284869,3612
MALE,46,45-59,RURAL AREAS,Lodzkie,VOCATIONAL/GRAMMAR,"agriculture, forestry, fishing",FARMER,-8,2500.0,MARRIED,10.0,1989.0,,,PLEASED,3.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,YES,2,NO,-8,NO,NO,NO,-8,NO,,,NONE,188.0,99.0,28.0104119511091,941
FEMALE,77,65+,RURAL AREAS,Lubelskie,PRIMARY/NO EDUCATION,no specialisation,LONG-TERM SICK/DISABLED,0,800.0,MARRIED,3.0,1954.0,,,MIXED,13.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,10,NO,-8,NO,NO,NO,-8,NO,,,NONE,165.0,61.0,22.4058769513315,2364
MALE,22,16-24,"URBAN 20,000-100,000",Slaskie,POST-SECONDARY OR HIGHER,economy and administration,PUPIL OR STUDENT,-8,-8.0,SINGLE,,,,,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,6,NO,-8,NO,NO,,-8,NO,,,ACTIVE,185.0,75.0,21.913805697589503,3615
FEMALE,70,65+,"URBAN 100,000-200,000",Slaskie,SECONDARY,no specialisation,RETIRED,24,926.0,MARRIED,9.0,1970.0,,,MIXED,,IT`S DIFFICULT TO TELL,YES,YES,YES,0,NO,-8,NO,NO,NO,-8,NO,,,NONE,154.0,65.0,27.407657277787102,1488
MALE,52,45-59,"URBAN 100,000-200,000",Mazowieckie,VOCATIONAL/GRAMMAR,technical science,LONG-TERM SICK/DISABLED,0,800.0,MARRIED,10.0,1981.0,,,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,1,NO,-8,NO,NO,NO,-8,NO,,,NONE,176.0,100.0,32.2830578512397,4205
MALE,74,65+,RURAL AREAS,Lodzkie,SECONDARY,production and processing,RETIRED,24,1000.0,MARRIED,6.0,1963.0,,,MIXED,10.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,4,NO,-8,NO,NO,NO,-8,NO,,,NONE,173.0,105.0,35.0830298372816,2501
MALE,54,45-59,"URBAN 100,000-200,000",Mazowieckie,POST-SECONDARY OR HIGHER,social sciences,SELF-EMPLOYED,0,8000.0,MARRIED,4.0,1978.0,,,PLEASED,2.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,10,NO,-8,NO,NO,NO,-8,NO,,,ACTIVE,183.0,99.0,29.5619457135179,340
FEMALE,50,45-59,RURAL AREAS,Malopolskie,POST-SECONDARY OR HIGHER,healthcare,EMPLOYED IN PRIVATE SECTOR,0,7000.0,MARRIED,9.0,1989.0,,,MOSTLY SATISFIED,4.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4,NO,-8,NO,YES,NO,-8,NO,,,NONE,164.0,90.0,33.4622248661511,4111
MALE,75,65+,"URBAN 500,000 AND OVER",Dolnoslaskie,SECONDARY,technical science,RETIRED,-8,1300.0,MARRIED,9.0,1962.0,,,PLEASED,10.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,3,NO,-8,NO,NO,NO,-8,NO,,,NONE,178.0,70.0,22.0931700542861,1988
MALE,59,45-59,"URBAN 100,000-200,000",Podkarpackie,POST-SECONDARY OR HIGHER,pedagogics,EMPLOYED IN PUBLIC SECTOR,-8,2000.0,MARRIED,6.0,1985.0,,,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,10,NO,-8,NO,NO,NO,-8,NO,,,NONE,170.0,80.0,27.681660899654002,980
FEMALE,28,25-34,"URBAN 200,000-500,000",Warminsko-mazurskie,POST-SECONDARY OR HIGHER,biological sciences,,-8,,SINGLE,,,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,14,NO,-8,NO,NO,,-8,NO,,,ACTIVE,170.0,65.0,22.4913494809689,975
MALE,61,60-64,"URBAN 200,000-500,000",Lubuskie,VOCATIONAL/GRAMMAR,technical science,LONG-TERM SICK/DISABLED,-8,800.0,MARRIED,6.0,2009.0,,,MOSTLY SATISFIED,5.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,10,NO,-8,NO,NO,NO,-8,NO,,,NONE,164.0,86.0,31.9750148720999,2153
MALE,25,25-34,RURAL AREAS,Zachodnio-pomorskie,SECONDARY,no specialisation,EMPLOYED IN PRIVATE SECTOR,0,980.0,SINGLE,,,,,MOSTLY SATISFIED,2.0,ONE CAN`T BE TOO CAREFUL,NO,NO,NO,2,NO,-8,NO,YES,NO,-8,"YES, TO EU COUNTRY",FOREVER,GERMANY,NONE,190.0,91.0,25.207756232687,4714
